skills
"['github', 'strong technical background', 'api integration', 'cs', 'git', 'web development', 'reactjs', 'performance optimization', 'responsive design', 'gimp', 'frontend application development', 'javascript', 'npm', 'mobile', 'interpersonal skill', 'html', 'excellent communication', 'web app']"
"['framework', 'strong technical background', 'github', 'echo', 'infrastructure', 'backend architecture', 'docker', 'postman', 'server', 'source code management', 'aws', 'interpersonal skill', 'server language', 'python', 'excellent communication', 'mysql', 'software development']"
"['mobile app development', 'jira', 'professional', 'project management', 'computer science', 'team collaborate', 'communication skill', 'project management methodology', 'engineering', 'agile waterfall', 'software development']"
"['economics', 'diligent', 'work independently', 'accounting', 'google', 'fluency mandarin']"
"['professional', 'growth mindset', 'design']"
[]
[]
"['professional', 'flutter']"
"['professional', 'nodejs', 'aws']"
"['machine learning', 'professional']"
"['professional', 'data science', 'data visualization', 'data analysis', 'python']"
"['professional', 'data science', 'data visualization', 'data analysis', 'python']"
"['selfmotivated', 'cs', 'quality assurance', 'javascript', 'html']"
"['program', 'accounting']"
"['excellent communication', 'business', 'b2b selling', 'adaptability']"
"['sql', 'testing', 'software quality assurance', 'handson experience', 'banking', 'automation', 'computer science', 'think critically', 'communication skill', 'mandarin', 'monitoring', 'mobile', 'database']"
"['cs', 'handson experience', 'banking', 'reactjs', 'web development', 'nodejs', 'application server', 'computer science', 'javascript', 'html']"
"['sql', 'testing', 'software quality assurance', 'framework', 'automation', 'banking', 'critical thinking', 'problemsolving', 'computer science', 'communication skill', 'ui automation', 'work pressure', 'mobile', 'mandarin proficiency', 'database']"
"['computer engineering', 'problemsolving', 'computer science', 'monitoring', 'communication']"
"['banking', 'effective communication', 'unit testing', 'computer science', 'microservices architecture', 'database', 'finance']"
"['banking', 'computer science', 'information security', 'governance', 'cyber security', 'software development']"
"['security audit', 'framework', 'collaboration', 'ceh', 'handson experience', 'excellent communication', 'cybersecurity', 'strong knowledge', 'aws', 'aws security', 'database']"
['excellent communication']
"['penetration testing', 'excellent communication']"
"['support', 'customer service', 'multitasking', 'communication', 'organizational skill']"
"['objectoriented programming', 'analytics', 'rest apis', 'algorithm data structure', 'git', 'clean architecture', 'firebase', 'solid principle', 'computer science', 'play', 'oop', 'crashlytics', 'mvvm', 'software engineering']"
"['analytics', 'interaction', 'problemsolving', 'business', 'web design', 'multitasking', 'marketing', 'medium', 'excellent communication', 'ecommerce', 'interpersonal', 'organizational skill']"
"['specification', 'excel', 'business', 'technical writing', 'communication skill', 'frontend', 'uiux', 'mobile', 'engineering', 'design', 'database', 'software engineering', 'software development']"
[]
['interpersonal']
"['jira', 'excel', 'effective communication', 'computer science', 'monitoring']"
"['java', 'handson experience', 'professional', 'net', 'php', 'python']"
"['framework', 'gulp', 'cs', 'composer', 'handson experience', 'reactjs', 'multimedia', 'web design', 'computer science', 'javascript', 'npm', 'communication skill', 'frontend', 'communication', 'design', 'html']"
"['oop', 'rekayasa perangkat lunak', 'object oriented programming']"
"['computer network', 'microcontroller', 'embedded system', 'problemsolving', 'simulation', 'arduino', 'python', 'design', 'excellent communication', 'raspberry pi']"
['database']
"['objectoriented programming', 'microsoft sql server', 'testing', 'framework', 'net', 'design', 'library', 'android', 'continuous integration', 'database']"
"['firewall', 'web server', 'scripting language', 'server', 'schedule', 'router', 'communication skill', 'interpersonal', 'network security']"
['problemsolving']
"['wordpress', 'seo']"
"['loyal', 'integritas', 'microsoft office']"
"['computer science', 'programming language', 'php', 'golang']"
"['objectoriented programming', 'kubernetes', 'framework', 'cs', 'web development', 'server', 'computer science', 'net', 'oop', 'javascript', 'html']"
"['data structure', 'framework', 'devops', 'algorithm', 'problemsolving', 'nodejs', 'memory management', 'computer science', 'design', 'mobile', 'software development']"
"['webpack', 'frontend development', 'gulp', 'cs', 'handson experience', 'web development', 'computer science', 'javascript', 'grunt', 'npm', 'object model', 'babel', 'net', 'react', 'html']"
"['teknologi', 'sql']"
"['objectoriented programming', 'sql', 'git', 'computer science', 'oop']"
"['git', 'vue', 'unit testing', 'debugging', 'frontend', 'react', 'html']"
"['sql', 'ticketing system', 'framework', 'work independently', 'support', 'communication', 'excellent communication', 'fluency mandarin']"
"['seo', 'project management', 'content creation', 'copywriting', 'medium', 'excellent communication', 'collaboration', 'content strategy']"
"['cs', 'seo', 'google analytics', 'problemsolving', 'google', 'javascript', 'multidisciplinary', 'data analysis', 'communication', 'html', 'collaboration', 'marketing']"
"['react', 'framework', 'vue', 'work independently', 'database management system', 'computer science', 'typescript', 'javascript', 'postgresql', 'frontend', 'work pressure', 'python', 'engineering', 'multitasking', 'communication', 'interpersonal skill']"
"['customer service', 'microsoft office']"
"['business process', 'business', 'problemsolving', 'computer science', 'communication skill']"
"['soar', 'handson experience']"
"['professional', 'business', 'documentation', 'project management', 'computer science', 'communication skill', 'data analysis', 'interpersonal skill', 'software development']"
"['sql', 'testing', 'framework', 'automation', 'excel', 'robot', 'quality assurance', 'project management', 'teamwork', 'communication skill', 'python', 'selenium', 'katalon']"
"['kubernetes', 'sql', 'data structure', 'framework', 'infrastructure', 'docker', 'spring boot', 'algorithm', 'spring cloud', 'computer science', 'oop', 'nosql', 'operating system', 'design', 'web service', 'database', 'software development']"
['program']
"['program', 'diagram']"
"['technical specification document', 'data flow diagram', 'computer engineering', 'data modeling', 'diagram erd', 'data catalog', 'business understanding', 'data engineer', 'design', 'business requirement document']"
['problemsolving']
"['analisis', 'loyalitas', 'database mysql']"
"['computer science', 'accounting', 'support', 'organizational skill']"
"['computer science', 'php', 'problemsolving', 'mysql']"
[]
"['analisis', 'proyek tender', 'monitoring']"
['public speaking']
"['machine learning', 'framework', 'scikitlearn', 'business', 'r', 'numpy', 'programming language', 'tensorflow', 'hadoop', 'algorithm development', 'spark', 'python', 'library', 'opencv']"
"['framework', 'business', 'data science', 'r', 'programming language', 'hadoop', 'spark', 'python']"
"['business', 'database management system', 'azure', 'programming language', 'aws', 'google cloud platform']"
"['handson experience', 'nodejs', 'net', 'restful apis', 'microservices architecture']"
"['angular', 'net', 'golang']"
"['firewall', 'infrastructure', 'soar', 'problemsolving', 'cybersecurity', 'threat intelligence', 'server', 'computer science', 'teamwork', 'operating system', 'excellent communication', 'edr', 'network security']"
"['teknologi', 'problemsolving']"
"['framework laravel codeigniter', 'rekayasa perangkat lunak', 'php', 'adaptasi']"
[]
